reactor_model,initial_temperature_k,pressure_atm,phi,h2_fraction,ignition_delay_ms,ignition_delay_oh_ms,criterion_difference_percent,maximum_temperature_k,temperature_rise_k,maximum_temperature_rate_k_per_s,maximum_oh_mass_fraction,recorded_points,status,error_message
constant_pressure,1000.0,10.0,0.9,0.2,15.068306510417134,15.070556670470056,0.014933065314051813,2610.856377455089,1610.856377455089,233550520.65286255,0.008478991491345057,3665,ignited,
constant_pressure,1000.0,10.0,1.0,0.2,14.34111820030897,14.342878762160213,0.012276322017942827,2671.59284978071,1671.59284978071,261059343.06585693,0.009076622854080287,3669,ignited,
constant_pressure,1000.0,10.0,1.1,0.2,13.729752068524078,13.731105205108992,0.009855506335151488,2685.6604111774327,1685.6604111774327,268696872.1333313,0.009020986603077891,3782,ignited,
constant_pressure,1000.0,10.0,1.2,0.2,13.209142268802363,13.210336306241713,0.009039477469853733,2652.556132566834,1652.556132566834,253533722.2702942,0.008239661100031638,3728,ignited,
constant_pressure,1000.0,10.0,1.3,0.2,12.761236283259185,12.762581655121615,0.010542645183949536,2594.4224441364036,1594.4224441364036,216035330.96661377,0.006566062103284871,3690,ignited,
constant_pressure,1000.0,10.0,1.4,0.2,12.37260707583979,12.37454119111205,0.015632237089597704,2528.810119553204,1528.810119553204,163809715.52531433,0.0039755959002123675,3761,ignited,
constant_pressure,1025.0,10.0,0.6,0.2,10.66123059594539,10.665883527813572,0.04364347836121766,2261.8088487657906,1236.8088487657906,96840899.2665863,0.004249660023522682,3255,ignited,
constant_pressure,1025.0,10.0,0.7,0.2,9.886810093225062,9.890214523727643,0.034434063873784386,2408.3914808887575,1383.3914808887575,151282912.6810608,0.005988158307272051,3356,ignited,
constant_pressure,1025.0,10.0,0.8,0.2,9.283419558194472,9.28611389543743,0.029023111861607064,2531.0231303627347,1506.0231303627347,204206254.7451477,0.007563749531203236,3478,ignited,
constant_pressure,1025.0,10.0,0.9,0.2,8.80035605812746,8.802519783299957,0.02458679124123893,2625.221093506423,1600.2210935064231,247965346.50564575,0.008733198913130487,3571,ignited,
constant_pressure,1025.0,10.0,1.0,0.2,8.405779479623018,8.407487826412792,0.02032347855324788,2684.645719692443,1659.645719692443,276301070.56777954,0.009326189727482729,3679,ignited,
constant_pressure,1025.0,10.0,1.1,0.2,8.078563384552071,8.079872715418224,0.01620747159893386,2699.5235194572265,1674.5235194572265,284366370.0360718,0.009267557485191896,3622,ignited,
constant_pressure,1025.0,10.0,1.2,0.2,7.804026160563693,7.805185693204273,0.01485813369564925,2668.909334507884,1643.909334507884,269267660.1465454,0.00848871051844599,3611,ignited,
constant_pressure,1025.0,10.0,1.3,0.2,7.571639959154984,7.572933188372815,0.017079909039616495,2612.6760632366922,1587.6760632366922,231468649.0913086,0.006830810825062876,3620,ignited,
constant_pressure,1025.0,10.0,1.4,0.2,7.373561051622979,7.375386339700651,0.024754498740745715,2548.1532186959166,1523.1532186959166,178199959.74728394,0.004264947001244844,3599,ignited,
constant_pressure,1050.0,10.0,0.6,0.2,6.380423798967851,6.3847960921057565,0.0685266884405453,2282.1289913772157,1232.1289913772157,106446116.51989746,0.004476994043056899,3211,ignited,
constant_pressure,1050.0,10.0,0.7,0.2,5.945237547496209,5.948490041050098,0.05470754579451391,2426.907136927739,1376.907136927739,163256755.65963745,0.006240052672008604,3426,ignited,
constant_pressure,1050.0,10.0,0.8,0.2,5.6120023259201535,5.614578119999055,0.045897951021949816,2547.3693498761954,1497.3693498761954,217985133.5812683,0.007823193207017798,3494,ignited,
constant_pressure,1050.0,10.0,0.9,0.2,5.350202259852731,5.352287303878058,0.03897131218708152,2639.46231614818,1589.46231614818,263061982.4703369,0.008990376235275585,3557,ignited,
constant_pressure,1050.0,10.0,1.0,0.2,5.140763458689769,5.142418000429555,0.032184747520134394,2697.619514488652,1647.619514488652,292250444.54400635,0.009578541718156818,3607,ignited,
constant_pressure,1050.0,10.0,1.1,0.2,4.971072080788069,4.972342199336507,0.025550193756922194,2713.235392766597,1663.2353927665972,300757434.2852173,0.009516781141966442,3543,ignited,
constant_pressure,1050.0,10.0,1.2,0.2,4.832389678111707,4.83351655648595,0.023319277817081856,2685.0392848678657,1635.0392848678657,285737140.20254517,0.008740184656654373,3615,ignited,
constant_pressure,1050.0,10.0,1.3,0.2,4.7184592625267525,4.719700939472177,0.026315304982828393,2630.769259354139,1580.7692593541392,247645504.92279053,0.007097141173230246,3671,ignited,
constant_pressure,1050.0,10.0,1.4,0.2,4.624622478878358,4.626338982313931,0.037116617484192906,2567.4047427179917,1517.4047427179917,193384798.20980835,0.004555986848160973,3563,ignited,
constant_pressure,1075.0,10.0,0.6,0.2,3.964743917360146,3.968824819994677,0.10292979116917086,2302.3632528928224,1227.3632528928224,116641084.75791168,0.004710144373512907,3234,ignited,
constant_pressure,1075.0,10.0,0.7,0.2,3.7224853256233352,3.7255736356119806,0.0829636578386849,2445.2798894390853,1370.2798894390853,175846485.81488037,0.006496229121764358,3325,ignited,
constant_pressure,1075.0,10.0,0.8,0.2,3.5419556615711,3.5444281444410857,0.06980558499958998,2563.555786952321,1488.555786952321,232422257.06814575,0.008085909307262152,3469,ignited,
constant_pressure,1075.0,10.0,0.9,0.2,3.404454257865624,3.4064652065592145,0.059068166034087904,2653.580237927018,1578.580237927018,278837306.58251953,0.00925037548823141,3436,ignited,
constant_pressure,1075.0,10.0,1.0,0.2,3.2983538301290807,3.2999533279071933,0.04849382026579116,2710.5138852462765,1635.5138852462765,308906627.020813,0.009833550415667051,3563,ignited,
constant_pressure,1075.0,10.0,1.1,0.2,3.215990144745179,3.2172305451388103,0.03856978217604436,2726.800476362576,1651.8004763625759,317876020.2715454,0.009768551839628662,3680,ignited,
constant_pressure,1075.0,10.0,1.2,0.2,3.1520806691895973,3.153174681564957,0.03470762617381953,2700.9414679860306,1625.9414679860306,302960750.3979492,0.008993943489970903,3548,ignited,
constant_pressure,1075.0,10.0,1.3,0.2,3.10285055336046,3.1040494770538807,0.03863942761028024,2648.6873987183453,1573.6873987183453,264587184.7159729,0.007364972090362296,3442,ignited,
constant_pressure,1075.0,10.0,1.4,0.2,3.065497578753065,3.067118347173464,0.05287129996879959,2586.549539341862,1511.5495393418619,209406556.97659302,0.004848362541425197,3600,ignited,
constant_pressure,1100.0,10.0,0.6,0.2,2.5699975288107026,2.5738483893053354,0.1498390738303481,2322.500489817874,1222.500489817874,127450787.49881744,0.004948889616493514,3316,ignited,
constant_pressure,1100.0,10.0,0.7,0.2,2.4376720511859773,2.4406174091586244,0.12082667031498674,2463.501523831334,1363.501523831334,189077642.67311096,0.006756457732797804,3233,ignited,
constant_pressure,1100.0,10.0,0.8,0.2,2.343327765959556,2.3456984169972026,0.10116600298446506,2579.579790866251,1479.5797908662512,247521353.2336731,0.008351707777879101,3453,ignited,
constant_pressure,1100.0,10.0,0.9,0.2,2.2752993494481073,2.2772449859344497,0.08551123116236613,2667.575117842199,1567.5751178421988,295308541.31152344,0.009513058196560864,3411,ignited,
constant_pressure,1100.0,10.0,1.0,0.2,2.226362812870889,2.2279125367060613,0.06960787461113226,2723.327512089418,1623.3275120894182,326279050.60150146,0.010091088187107492,3492,ignited,
constant_pressure,1100.0,10.0,1.1,0.2,2.1917865148595848,2.192990880813537,0.05494905392415075,2740.222089931161,1640.222089931161,335742066.35321045,0.01002277409416363,3455,ignited,
constant_pressure,1100.0,10.0,1.2,0.2,2.1683194983658773,2.1693804777375267,0.04893095193992339,2716.6131767730412,1616.6131767730412,320947779.97766113,0.00924989490300201,3478,ignited,
constant_pressure,1100.0,10.0,1.3,0.2,2.153653159761376,2.1548073343795116,0.053591480731441835,2666.4169068186393,1566.4169068186393,282322971.944458,0.007634231846034091,3512,ignited,
constant_pressure,1100.0,10.0,1.4,0.2,2.146075428646034,2.1476134416126675,0.07166630520549418,2605.57266668804,1505.57266668804,226255325.2800293,0.0051417445133951,3516,ignited,
constant_pressure,900.0,10.0,0.6,0.4,221.03779856365696,221.042976736209,0.0023426638274921144,2175.7150803434083,1275.7150803434083,78184144.11125946,0.00346354153324763,3375,ignited,
constant_pressure,900.0,10.0,0.7,0.4,205.11679446836712,205.12031809504862,0.0017178635667702436,2330.547041269898,1430.5470412698978,130490409.22489929,0.005182698800934402,3603,ignited,
constant_pressure,900.0,10.0,0.8,0.4,192.25887102216555,192.26156959121323,0.0014036122407946018,2463.2086224042046,1563.2086224042046,181402045.41308594,0.006817198871620215,3702,ignited,
constant_pressure,900.0,10.0,0.9,0.4,181.59967897907293,181.60179671723446,0.0011661574367509272,2567.863097547843,1667.8630975478432,222447101.3687744,0.008071984546178312,3859,ignited,
constant_pressure,900.0,10.0,1.0,0.4,172.58391882888608,172.58555244660832,0.0009465642762776477,2634.336503809171,1734.336503809171,247200809.7876587,0.00873012591035978,3871,ignited,
constant_pressure,900.0,10.0,1.1,0.4,164.83565273918336,164.83693496732425,0.0007778827696476874,2646.2849781559603,1746.2849781559603,251082734.2467041,0.008684244685938796,3968,ignited,
constant_pressure,900.0,10.0,1.2,0.4,158.0897309153739,158.09095983891208,0.000777358232608071,2607.0811105894936,1707.0811105894936,231844132.84301758,0.007814462816114556,3888,ignited,
constant_pressure,900.0,10.0,1.3,0.4,152.15286653372075,152.1543524150248,0.0009765713508299316,2546.753994312064,1646.7539943120642,191282405.1390381,0.00596077744973038,3880,ignited,
constant_pressure,900.0,10.0,1.4,0.4,146.88018306745994,146.88241505507054,0.0015195975141006582,2481.709111911318,1581.709111911318,139671657.03596497,0.003229278889186524,3731,ignited,
constant_pressure,925.0,10.0,0.6,0.4,110.35495757757266,110.35968937186746,0.004287794947021082,2196.1665843903434,1271.1665843903434,87114519.65002441,0.003675653363776326,3427,ignited,
constant_pressure,925.0,10.0,0.7,0.4,102.2571796016913,102.26048522039257,0.0032326519410547268,2349.4707367311107,1424.4707367311107,141863078.98257446,0.005428666741102036,3490,ignited,
constant_pressure,925.0,10.0,0.8,0.4,95.74204925299193,95.74460464983271,0.0026690433939050755,2480.1281351636167,1555.1281351636167,194507872.63145447,0.0070759273348253065,3692,ignited,
constant_pressure,925.0,10.0,0.9,0.4,90.35815854599413,90.36019662592349,0.0022555571761966693,2582.592637253562,1657.5926372535619,236729106.33389282,0.008330012343774122,3688,ignited,
constant_pressure,925.0,10.0,1.0,0.4,85.81679725726444,85.81837360882507,0.0018368799710665963,2647.6018149184492,1722.6018149184492,262172692.63378906,0.008983405234022709,3726,ignited,
constant_pressure,925.0,10.0,1.1,0.4,81.92325401643171,81.9244915710369,0.0015106267689691628,2660.5899644684505,1735.5899644684505,266354473.78115845,0.008934879486001034,3826,ignited,
constant_pressure,925.0,10.0,1.2,0.4,78.5406505615849,78.54183714376389,0.0015107873063234221,2623.9026887701934,1698.9026887701934,247086640.61706543,0.008070605754702524,3909,ignited,
constant_pressure,925.0,10.0,1.3,0.4,75.56951535436443,75.57092747326669,0.0018686356471180501,2565.150917550006,1640.150917550006,206066955.36138916,0.006238878737258383,3956,ignited,
constant_pressure,925.0,10.0,1.4,0.4,72.93544825643626,72.9375417054311,0.002870276449774082,2500.9661887950238,1575.9661887950238,153060656.17843628,0.003525703874019912,3847,ignited,
constant_pressure,950.0,10.0,0.6,0.4,56.916712202474585,56.92104590410048,0.0076141109670553875,2216.595803908029,1266.5958039080292,96692882.20319366,0.0038954871088542732,3485,ignited,
constant_pressure,950.0,10.0,0.7,0.4,52.67117037166794,52.67427102161878,0.005886806632468097,2368.309436655251,1418.309436655251,153889837.347641,0.005680534317768384,3603,ignited,
constant_pressure,950.0,10.0,0.8,0.4,49.268438209378694,49.27088321987834,0.004962630415151923,2496.921322288201,1546.9213222882008,208279566.82385254,0.0073390875503894755,3585,ignited,
constant_pressure,950.0,10.0,0.9,0.4,46.46569203308428,46.467638953225226,0.004190016452480165,2597.210812435768,1647.2108124357678,251683993.0435791,0.00859172990080238,3761,ignited,
constant_pressure,950.0,10.0,1.0,0.4,44.108306767127665,44.10982452929179,0.003440989408503588,2660.800706753575,1710.800706753575,277849832.558197,0.009240079429783953,3805,ignited,
constant_pressure,950.0,10.0,1.1,0.4,42.09239597011399,42.09360189150655,0.002864938820344781,2674.743144820352,1724.743144820352,282367101.89419556,0.009188735063439252,3783,ignited,
constant_pressure,950.0,10.0,1.2,0.4,40.34516597727504,40.34631589095358,0.0028501894853864376,2640.5414810511875,1690.5414810511875,263076853.06088257,0.008329625866681732,3802,ignited,
constant_pressure,950.0,10.0,1.3,0.4,38.81386371222178,38.815216903946705,0.0034863618189543417,2583.4445511747617,1633.4445511747617,221626219.633255,0.00651886110642137,3894,ignited,
constant_pressure,950.0,10.0,1.4,0.4,37.4591145456514,37.461067371265244,0.005213218832125787,2520.1814493375878,1570.1814493375878,167293761.9757843,0.003826913675994496,3789,ignited,
constant_pressure,975.0,10.0,0.6,0.4,30.16766258834361,30.171668555250772,0.01327900991808878,2236.989286218276,1261.989286218276,106943586.3087616,0.004122920641329158,3405,ignited,
constant_pressure,975.0,10.0,0.7,0.4,27.88752064166832,27.890447992996922,0.010496993856913639,2387.0504015249767,1412.0504015249767,166595967.919281,0.005938044712322349,3563,ignited,
constant_pressure,975.0,10.0,0.8,0.4,26.06746796679237,26.069800434842797,0.008947812090523442,2513.5804931579473,1538.5804931579473,222750407.9320984,0.0076064751582273545,3729,ignited,
constant_pressure,975.0,10.0,0.9,0.4,24.573669514816842,24.57554878542142,0.007647496860191179,2611.7151022379408,1636.7151022379408,267369150.45562744,0.008857005645121688,3683,ignited,
constant_pressure,975.0,10.0,1.0,0.4,23.32129569988549,23.322759181291573,0.006275300587571065,2673.9303506413585,1698.9303506413585,294271637.2696228,0.00949998905620888,3809,ignited,
constant_pressure,975.0,10.0,1.1,0.4,22.2535508546577,22.254717894911987,0.005244287807863866,2688.74577510047,1713.74577510047,299144831.27142334,0.009445688965172552,3707,ignited,
constant_pressure,975.0,10.0,1.2,0.4,21.330768001826645,21.33187942458818,0.005210420747348089,2656.986523069373,1681.986523069373,279841698.48254395,0.008591383364177954,3784,ignited,
constant_pressure,975.0,10.0,1.3,0.4,20.524275185670593,20.525567762412,0.006297794829356381,2601.6179747976817,1626.6179747976817,237976974.3440857,0.0068006036770320655,3827,ignited,
constant_pressure,975.0,10.0,1.4,0.4,19.812714995811426,19.814545256304903,0.00923780760922663,2539.339010215305,1564.3390102153048,182382578.00842285,0.004131780902814217,3701,ignited,
constant_pressure,1000.0,10.0,0.6,0.4,16.362257383663525,16.36592712487638,0.022428086337996356,2257.3327396660366,1257.3327396660366,117866937.81163025,0.004357764662379164,3317,ignited,
constant_pressure,1000.0,10.0,0.7,0.4,15.114676212837436,15.117426735756393,0.018197696597831946,2405.680710980705,1405.680710980705,179977190.81918335,0.006200912937093486,3446,ignited,
constant_pressure,1000.0,10.0,0.8,0.4,14.123514908576446,14.125738117870714,0.015741189843032403,2530.0982594811035,1530.0982594811035,237920175.20361328,0.007877856088522301,3729,ignited,
constant_pressure,1000.0,10.0,0.9,0.4,13.31351135484029,13.31532885243061,0.013651526947917034,2626.1029468710353,1626.1029468710353,283756449.22302246,0.009125593501343971,3708,ignited,
constant_pressure,1000.0,10.0,1.0,0.4,12.6371697039574,12.638591879587157,0.011253909404352608,2686.9876426700644,1686.9876426700644,311433131.3352051,0.0097629833494247,3699,ignited,
constant_pressure,1000.0,10.0,1.1,0.4,12.062805356100858,12.063937948016127,0.00938912534716574,2702.6003195301937,1702.6003195301937,316673864.12561035,0.009705545894770377,3625,ignited,
constant_pressure,1000.0,10.0,1.2,0.4,11.568357115269745,11.569431264279885,0.009285233844678038,2673.2277493539364,1673.2277493539364,297380738.9221802,0.008855712170434453,3673,ignited,
constant_pressure,1000.0,10.0,1.3,0.4,11.137922252630402,11.139158162672413,0.011096414699061818,2619.6541659798836,1619.6541659798836,255125858.6588745,0.007083948827766083,3749,ignited,
constant_pressure,1000.0,10.0,1.4,0.4,10.759667220632549,10.761391595219827,0.016026281779154758,2558.4225987681702,1558.4225987681702,198340023.37374878,0.004439370144513729,3647,ignited,
constant_pressure,1025.0,10.0,0.6,0.4,9.053853741717402,9.057228289665707,0.03727195119969308,2277.609239435828,1252.609239435828,129468596.50045776,0.004599697414437277,3292,ignited,
constant_pressure,1025.0,10.0,0.7,0.4,8.361894436195078,8.36449076232463,0.031049496610647296,2424.185461280133,1399.185461280133,194044780.2314148,0.006468772403897749,3385,ignited,
constant_pressure,1025.0,10.0,0.8,0.4,7.815467048865926,7.817591269900286,0.027179706869446516,2546.465593211191,1521.465593211191,253780574.3663025,0.008152908917976992,3387,ignited,
constant_pressure,1025.0,10.0,0.9,0.4,7.371484072921395,7.373230113352315,0.023686416651617005,2640.3700334671157,1615.3700334671157,300888715.3850708,0.009397268926477664,3514,ignited,
constant_pressure,1025.0,10.0,1.0,0.4,7.002867569900929,7.004242434501046,0.019632880193627498,2699.967688719421,1674.967688719421,329336247.7648926,0.010028806790336653,3611,ignited,
constant_pressure,1025.0,10.0,1.1,0.4,6.69163302681316,6.692736290464465,0.016487210922716804,2716.3058864498867,1691.3058864498867,334972018.4230957,0.00996809349504418,3563,ignited,
constant_pressure,1025.0,10.0,1.2,0.4,6.42528530669322,6.426328165454506,0.016230544038250312,2689.2546136880387,1664.2546136880387,315710610.86035156,0.00912238737854682,3709,ignited,
constant_pressure,1025.0,10.0,1.3,0.4,6.19485141171189,6.196034525794046,0.01909834479514161,2637.533766362094,1612.533766362094,273095886.1309204,0.007368692965345465,3603,ignited,
constant_pressure,1025.0,10.0,1.4,0.4,5.9936458101929535,5.995269096656504,0.02708345662984523,2577.412516563711,1552.412516563711,215172543.730896,0.004748914555960048,3551,ignited,
constant_pressure,1050.0,10.0,0.6,0.4,5.1044363748846076,5.107559685500421,0.06118815842589689,2297.8044561076317,1247.8044561076317,141754166.90174866,0.004848372764668787,3215,ignited,
constant_pressure,1050.0,10.0,0.7,0.4,4.717411962607087,4.719879642233034,0.05231003027734475,2442.5525257112567,1392.5525257112567,208796443.43722534,0.006741281523163659,3461,ignited,
constant_pressure,1050.0,10.0,0.8,0.4,4.4143823263228334,4.4164283345591215,0.04634868674803722,2562.676140356721,1512.6761403567211,270359534.9249573,0.00843135247062471,3392,ignited,
constant_pressure,1050.0,10.0,0.9,0.4,4.170256355500142,4.171940382424478,0.04038185619247625,2654.513555884089,1604.5135558840889,318730331.4996033,0.009671780115811308,3520,ignited,
constant_pressure,1050.0,10.0,1.0,0.4,3.9693468319041685,3.9706828919075927,0.03365944222070664,2712.867157937703,1662.8671579377028,348011158.90826416,0.010297267000426593,3556,ignited,
constant_pressure,1050.0,10.0,1.1,0.4,3.801259522277647,3.8023330437918186,0.028241205523596873,2729.863742983371,1679.8637429833711,354033396.7371826,0.01023312287574504,3516,ignited,
constant_pressure,1050.0,10.0,1.2,0.4,3.6588124176757906,3.659821700229089,0.027584976710543812,2705.0594311827645,1655.0594311827645,334833863.9853821,0.009391187014572576,3560,ignited,
constant_pressure,1050.0,10.0,1.3,0.4,3.5368450561324836,3.5379800249673097,0.032089865878014795,2655.2395062430946,1605.2395062430946,291878708.74645996,0.007654602678850238,3599,ignited,
constant_pressure,1050.0,10.0,1.4,0.4,3.431529758524668,3.433061681968243,0.04464258075482813,2596.2905081191543,1546.2905081191543,232891430.6682434,0.005059743769402035,3536,ignited,
constant_pressure,1075.0,10.0,0.6,0.4,2.935786127058347,2.938672012755558,0.09830027026193366,2317.9074922108075,1242.9074922108075,154721766.0169525,0.00510340560482989,3231,ignited,
constant_pressure,1075.0,10.0,0.7,0.4,2.718863223785367,2.721208747987779,0.08626856187147966,2460.773677668136,1385.7736776681359,224238491.3156128,0.007018102850149627,3278,ignited,
constant_pressure,1075.0,10.0,0.8,0.4,2.5511992885582355,2.5531557283359962,0.07668706190594651,2578.7270254255814,1503.7270254255814,287643128.57736206,0.008712962045276463,3381,ignited,
constant_pressure,1075.0,10.0,0.9,0.4,2.4179258214218162,2.419554968132248,0.06737786147110561,2668.5338158457876,1593.5338158457876,337330072.66152954,0.009948926605203271,3542,ignited,
constant_pressure,1075.0,10.0,1.0,0.4,2.309797686102514,2.3110958151064134,0.056200982956641,2725.6852376461284,1650.6852376461284,367444680.4916992,0.010568177969435617,3452,ignited,
constant_pressure,1075.0,10.0,1.1,0.4,2.220723555312153,2.2217620000239497,0.0467615480239559,2743.2775818364626,1668.2775818364626,373909813.5733032,0.01050048137379303,3474,ignited,
constant_pressure,1075.0,10.0,1.2,0.4,2.1464906199600113,2.1474702772060588,0.045639950015979015,2720.6392730305574,1645.6392730305574,354763061.7479248,0.00966194203135207,3490,ignited,
constant_pressure,1075.0,10.0,1.3,0.4,2.084092013695093,2.085185447178032,0.052465700926526346,2672.7586685112487,1597.7586685112487,311489277.77978516,0.007941539284872045,3364,ignited,
constant_pressure,1075.0,10.0,1.4,0.4,2.0312945472879984,2.0327453965432816,0.07142485845886817,2615.0423833603795,1540.0423833603795,251487823.0249939,0.005371369940921978,3441,ignited,
constant_pressure,1100.0,10.0,0.6,0.4,1.7311951304167332,1.733889779378044,0.15565252662546528,2337.907614652789,1237.907614652789,168359649.86453247,0.005364359487963104,3120,ignited,
constant_pressure,1100.0,10.0,0.7,0.4,1.610297316149397,1.6125234309611827,0.13824247171378665,2478.84121524082,1378.84121524082,240359427.7585144,0.007298899410666563,3245,ignited,
constant_pressure,1100.0,10.0,0.8,0.4,1.5186943597327394,1.5205713726798673,0.12359385778309341,2594.6159975474934,1494.6159975474934,305639240.288208,0.008997456116019641,3300,ignited,
constant_pressure,1100.0,10.0,0.9,0.4,1.4474384820365884,1.4490059314572055,0.10829126350237644,2682.431535904399,1582.431535904399,356662642.55358887,0.010228540414362296,3418,ignited,
constant_pressure,1100.0,10.0,1.0,0.4,1.3909850413919957,1.3922467434924044,0.09070565555083455,2738.4211035389485,1638.4211035389485,387646857.96435547,0.010841364254430752,3474,ignited,
constant_pressure,1100.0,10.0,1.1,0.4,1.3457022909193372,1.3467141729977274,0.07519360598687247,2756.55096338099,1656.5509633809902,394561969.526062,0.01076998069159065,3394,ignited,
constant_pressure,1100.0,10.0,1.2,0.4,1.3090889099289371,1.3100397128335466,0.07263088835280751,2735.9929977726392,1635.9929977726392,375515538.6473999,0.009934493306692464,3387,ignited,
constant_pressure,1100.0,10.0,1.3,0.4,1.2793702379868883,1.280425979247917,0.08252038617764113,2690.0796521714924,1590.0796521714924,331938629.8778076,0.008229354106485435,3453,ignited,
constant_pressure,1100.0,10.0,1.4,0.4,1.2552269171930088,1.2565982325385758,0.10924840176576173,2633.654330417196,1533.654330417196,270984495.24942017,0.005683423947831243,3407,ignited,
